year,month,day,date,high,low,temp,hum,elec
2015,7,30,2015 7 30,33.9,26.4,30.0125,73.375,141.428717
2015,7,31,2015 7 31,32.8,23.6,29.1875,74.625,161.730781
2015,8,1,2015 8 1,32.9,23.7,29.05,80.125,148.330482
2015,8,2,2015 8 2,34.4,26.5,30.55,72,119.795389
2015,8,3,2015 8 3,34.4,27,30.6625,71.5,144.072343
2015,8,4,2015 8 4,34.5,27,30.625,73.125,169.263697
2015,8,5,2015 8 5,34.6,23.9,28.5375,80.5,136.764859
2015,8,6,2015 8 6,30.1,23.6,26.9,80.75,72.245859
2015,8,7,2015 8 7,31.8,24.9,28.1875,83.125,43.940812
2015,8,8,2015 8 8,32.5,24.9,28.175,80,28.895466
2015,8,9,2015 8 9,28.3,25,26.5875,87.25,34.931814
2015,8,10,2015 8 10,25.2,22.5,23.7375,93.125,48.476559
2015,8,11,2015 8 11,29.6,22.9,25.875,80.875,65.41776
2015,8,12,2015 8 12,31.2,22.5,26.0125,84.25,87.057098
2015,8,13,2015 8 13,31.5,23.2,26.3875,82.125,88.220504
2015,8,14,2015 8 14,30.9,21.6,26.6375,77.625,100.073819
2015,8,15,2015 8 15,29.4,24.2,26.2625,81.625,104.311409
2015,8,16,2015 8 16,30.7,23.9,26.85,79.625,95.094801
2015,8,17,2015 8 17,30.3,21.4,26,79.375,85.128222
2015,8,18,2015 8 18,27.7,23.8,25.5125,82.375,82.756319
2015,8,19,2015 8 19,25.3,20.9,23.075,91.5,83.390732
2015,8,20,2015 8 20,26.5,21.9,23.7625,91.25,48.189644
2015,8,21,2015 8 21,29.4,23.1,25.625,86.5,59.931186
2015,8,22,2015 8 22,30,22.1,25.6875,82.875,64.650918
2015,8,23,2015 8 23,29,21.3,25.15,81.625,64.156972
2015,8,24,2015 8 24,27.6,22.8,24.571429,82.571429,104.361664
2015,8,25,2015 8 25,28.2,20.3,24.125,80.375,83.094409
2015,8,26,2015 8 26,28.8,21.6,24.8375,79.25,45.73801
2015,8,27,2015 8 27,29,20.9,25.0375,78.625,68.352339
2015,8,28,2015 8 28,30.3,20.1,25.0125,79.875,99.960454
2015,8,29,2015 8 29,30.7,21.2,25.4125,76.375,94.047406
2015,8,30,2015 8 30,30.3,21.1,25.3875,75.5,81.014965
2015,8,31,2015 8 31,30.7,20.6,24.975,81,78.904739
2015,9,1,2015 9 1,29,21.3,24.55,75.25,75.789874
2015,9,2,2015 9 2,26.8,18.9,22.625,78.625,82.166392
2015,9,3,2015 9 3,28.7,19.2,24.1625,77.625,94.790746
2015,9,4,2015 9 4,28.6,21,24.3125,86,88.867967
2015,9,5,2015 9 5,25.3,20.7,22.525,87.875,46.944604
2015,9,6,2015 9 6,26.8,19.2,23,84.5,85.072854
2015,9,7,2015 9 7,27.8,18.9,23.4875,77.625,56.582964
2015,9,8,2015 9 8,28.6,19.5,23.575,75.25,70.217267
2015,9,9,2015 9 9,27.4,18.3,22.925,74.375,78.762307
2015,9,10,2015 9 10,27.6,18.2,22.7,75.375,63.027818
2015,9,11,2015 9 11,24.6,18.6,21.6875,82,71.555577
2015,9,12,2015 9 12,26,14.3,20.225,65.25,74.296155
2015,9,13,2015 9 13,23.9,11.8,17.9875,69.25,60.193926
2015,9,14,2015 9 14,26.9,14.5,20.425,70.625,68.173904
2015,9,15,2015 9 15,25.2,18,21.35,80.625,55.623696
2015,9,16,2015 9 16,27.8,17.3,21.45,76.75,77.146205
2015,9,17,2015 9 17,25.4,17.4,20.9875,78.75,71.835302
2015,9,18,2015 9 18,27.2,16.1,22.1375,72.875,81.540723
2015,9,19,2015 9 19,27.9,19.7,23.3,69.875,68.073033
2015,9,20,2015 9 20,28.8,19.1,23.075,71.5,64.231282
2015,9,21,2015 9 21,28.4,16.2,22.3375,71.5,66.091143
2015,9,22,2015 9 22,26.1,18.9,22.0125,85.75,51.457201
2015,9,23,2015 9 23,25.8,19.2,21.8375,84.875,59.388528
2015,9,24,2015 9 24,25.7,18.8,21.2125,86.5,92.674503
2015,9,25,2015 9 25,27.1,19.3,22.6,80,77.616856
2015,9,26,2015 9 26,27.5,19.4,22.625,82.75,75.561876
2015,9,27,2015 9 27,27.8,18.3,22.2,72.875,91.967898
2015,9,28,2015 9 28,28.2,17.2,22.125,72.5,76.968611
2015,9,29,2015 9 29,25.9,19,21.6125,79.875,80.442249
2015,9,30,2015 9 30,21,19,20.025,97.75,84.760544
2015,10,1,2015 10 1,22.8,11.8,19.175,65,85.017063
2015,10,2,2015 10 2,24.7,9.8,17.2,65.875,71.871306
2015,10,3,2015 10 3,26.8,14.4,20.4,63,77.52496
2015,10,4,2015 10 4,22,17.4,19.9,83.125,68.931914
2015,10,5,2015 10 5,26.8,17.3,21.25,78.25,82.02559
2015,10,6,2015 10 6,24.4,15.9,20.425,83.75,70.809483
2015,10,7,2015 10 7,19.3,15.9,18.0375,97.25,76.219569
2015,10,8,2015 10 8,20.8,15.8,18.0375,85.875,100.46139
2015,10,9,2015 10 9,21.6,13.4,16.475,60.625,94.977969
2015,10,10,2015 10 10,22,9.5,15.7125,58.375,73.075965
2015,10,11,2015 10 11,21.3,7.2,14.3,59,101.745429
2015,10,12,2015 10 12,23.6,7.7,15.1,63.125,71.813099
2015,10,13,2015 10 13,25.8,10,17.325,56.25,65.801208
2015,10,14,2015 10 14,26.8,11.6,18.475,55.25,105.436253
2015,10,15,2015 10 15,26,14.7,20.983333,60.666667,91.445048
2015,10,16,2015 10 16,26.5,11.4,18.4125,74.25,97.966877
2015,10,17,2015 10 17,27.5,13.9,19.475,72.125,96.783286
2015,10,18,2015 10 18,26.3,12.4,18.85,67.625,99.224805
2015,10,19,2015 10 19,24.1,13.4,18.25,72.375,98.601764
2015,10,20,2015 10 20,25.4,13.8,18.775,69.75,95.922721
2015,10,21,2015 10 21,25.7,13.4,19.025,75.375,95.889763
2015,10,22,2015 10 22,23,14.2,18.1625,81.125,89.926859
2015,10,23,2015 10 23,22.8,16.5,19.125,85.375,91.836166
2015,10,24,2015 10 24,25.7,13.8,19.15,79.375,94.742416
2015,10,25,2015 10 25,22.1,17.1,19.35,77.125,87.993644
2015,10,26,2015 10 26,17.6,13.5,15.65,89.625,99.235964
2015,10,27,2015 10 27,18.3,9.9,13.275,65.875,108.442996
2015,10,28,2015 10 28,18.6,8.7,13.7375,67.875,106.520524
2015,10,29,2015 10 29,18.7,12.9,15,71.25,84.895493
2015,10,30,2015 10 30,15.4,10.7,13.1375,53.5,89.00667
2015,10,31,2015 10 31,15,7.8,11.5375,58.625,115.62312
2015,11,1,2015 11 1,14.9,6.3,9.825,69.875,152.983801
2015,11,2,2015 11 2,18.9,4.2,10.9875,67,75.379752
2015,11,3,2015 11 3,20.2,6.4,13.275,60.5,90.610372
2015,11,4,2015 11 4,18,10.5,14.65,76.625,95.843648
2015,11,5,2015 11 5,23.5,13.3,17.7125,80.75,91.952276
2015,11,6,2015 11 6,20.5,7.6,15.7375,95.625,119.064401
2015,11,7,2015 11 7,6.9,5.7,6.25,95.875,121.810311
2015,11,8,2015 11 8,8.9,6.2,7.4875,91.625,126.173377
2015,11,9,2015 11 9,11.3,8.1,9.4375,79.875,83.901076
2015,11,10,2015 11 10,13,6.4,9.6375,78.875,112.047883
2015,11,11,2015 11 11,15,9.5,12.0375,74.5,90.247969
2015,11,12,2015 11 12,11.6,11,11.225,90.125,112.2765
2015,11,13,2015 11 13,13.4,8.8,11.1125,91.125,136.651889
2015,11,14,2015 11 14,17.1,7.3,11.8625,83.375,96.828782
2015,11,15,2015 11 15,16.8,7.3,12.4375,86.375,122.481047
2015,11,16,2015 11 16,14.3,11.8,13.0375,90.875,102.480006
2015,11,17,2015 11 17,13.6,10.9,12.075,87.125,96.881423
2015,11,18,2015 11 18,9.9,8,9.1625,88.75,117.8391
2015,11,19,2015 11 19,10,9.2,9.6,94,102.040814
2015,11,20,2015 11 20,12.6,9.7,11.2625,91.125,123.296846
2015,11,21,2015 11 21,14,11.8,12.8375,93.625,141.085829
2015,11,22,2015 11 22,15.2,7.4,12.05,98,128.448877
2015,11,23,2015 11 23,7.9,4.6,6.5125,98.25,118.296926
2015,11,24,2015 11 24,3.7,-0.3,1.2,95.625,138.798594
2015,11,25,2015 11 25,0.1,-1.8,-0.575,91.125,138.715308
2015,11,26,2015 11 26,0.1,-4.3,-2.5875,76.75,136.452444
2015,11,27,2015 11 27,6.7,-5.9,-0.0125,71.5,146.153903
2015,11,28,2015 11 28,12,-0.6,5.9,73.5,113.593698
2015,11,29,2015 11 29,14.8,4.4,8.225,79.5,160.603652
2015,11,30,2015 11 30,6.8,2.3,4.9375,94.875,122.632398
2015,12,1,2015 12 1,11.7,6.5,9.0125,87.25,122.759066
2015,12,2,2015 12 2,11.6,1.6,7.4125,76.125,126.032461
2015,12,3,2015 12 3,9,-1.6,4.3375,48.875,100.324009
2015,12,4,2015 12 4,9.2,-2.2,2.85,62.25,148.067512
2015,12,5,2015 12 5,6.5,0.8,3.7125,72.125,104.89854
2015,12,6,2015 12 6,9.6,0,4.1375,72.5,133.4985
2015,12,7,2015 12 7,12.1,-0.9,4.8125,75.5,148.525543
2015,12,8,2015 12 8,13.1,1.2,6.8875,77.125,131.746094
2015,12,9,2015 12 9,11.2,5.3,8.0875,87.5,130.062789
2015,12,10,2015 12 10,9.8,7.4,8.6625,86.875,100.697535
2015,12,11,2015 12 11,8.6,1.8,6.042857,72.428571,96.009213
2015,12,12,2015 12 12,8.4,2.1,4.6875,76.625,114.589823
2015,12,13,2015 12 13,7.7,2.4,5.4,71.5,151.014222
2015,12,14,2015 12 14,8.7,1.2,4.0875,79.625,122.195146
2015,12,15,2015 12 15,8.3,1.5,4.5875,67.125,120.250027
2015,12,16,2015 12 16,4.9,-3.3,1.125,52,130.390443
2015,12,17,2015 12 17,5.6,-4.8,-0.5125,54.875,146.062263
2015,12,18,2015 12 18,7.1,-6.2,0.0875,52,146.022012
2015,12,19,2015 12 19,6.6,-2.3,2.5375,61.25,182.54017
2015,12,20,2015 12 20,6.1,-0.2,3.2375,78.25,146.095143
2015,12,21,2015 12 21,9.6,-4.8,3.4125,76.5,159.770419
2015,12,22,2015 12 22,7.3,5,5.7125,93.75,206.167749
2015,12,23,2015 12 23,6.7,4.8,5.725,98.25,131.942067
2015,12,24,2015 12 24,7.5,5.3,7,97,158.498812
2015,12,25,2015 12 25,10,2.1,5.1375,77,134.673891
2015,12,26,2015 12 26,13.5,2.3,6.6125,69.625,138.154869
2015,12,27,2015 12 27,4.6,2.1,3.3375,83.5,174.723625
2015,12,28,2015 12 28,6.6,-0.3,2.2625,78.125,150.518954
2015,12,29,2015 12 29,8,-2.5,2.3125,80.25,135.885037
2015,12,30,2015 12 30,8.5,-1.3,3.0625,80.125,146.671639
2015,12,31,2015 12 31,9.9,-3.6,1.7875,76.5,145.971264
2016,1,1,2016 1 1,11.1,-1.5,4.9,67.875,177.945698
2016,1,2,2016 1 2,15.3,4.1,8.7875,64,140.556895
2016,1,3,2016 1 3,15.9,3.6,9.0875,78.5,148.471741
2016,1,4,2016 1 4,8.4,3.1,6,93.75,163.822806
2016,1,5,2016 1 5,6.4,5.6,5.9125,88.875,171.243707
2016,1,6,2016 1 6,7.9,4.1,6.075,83,151.786077
2016,1,7,2016 1 7,4.8,0.6,3.15,70,146.902025
2016,1,8,2016 1 8,5.6,-3.2,0.7875,83.25,150.151499
2016,1,9,2016 1 9,5.1,-1.2,1.6,91.625,192.459736
2016,1,10,2016 1 10,8.4,2.9,5.6375,78.375,161.666766
2016,1,11,2016 1 11,5.7,-1.1,2.6625,88,179.603523
2016,1,12,2016 1 12,0.1,-2.2,-1.2,82.5,150.277331
2016,1,13,2016 1 13,2.2,-4.1,-0.925,87.125,181.169013
2016,1,14,2016 1 14,6.9,-3.2,0.6625,79,157.371476
2016,1,15,2016 1 15,9.8,-5,1.8625,69.625,154.298787
2016,1,16,2016 1 16,10.6,-2.6,4.375,63,147.0788
2016,1,17,2016 1 17,8.1,1.4,4.05,71.625,137.52722
2016,1,18,2016 1 18,2.3,-4.3,-0.2375,70.5,136.64696
2016,1,19,2016 1 19,4.2,-6.3,-1.8,61,171.263041
2016,1,20,2016 1 20,3.4,-1.8,0.5875,56.5,181.179612
2016,1,21,2016 1 21,1.3,-1.5,-0.0625,80.375,172.132294
2016,1,22,2016 1 22,1.8,-2.4,-0.2,81,202.463423
2016,1,23,2016 1 23,0,-7.5,-4.5875,59.375,230.601234
2016,1,24,2016 1 24,0,-10.9,-7.8,39.125,242.923951
2016,1,25,2016 1 25,1.9,-9.7,-4.1625,50,212.451104
2016,1,26,2016 1 26,7.1,-6.2,0.3625,50.25,208.445699
2016,1,27,2016 1 27,9.8,-2.6,3.825,49.125,191.990986
2016,1,28,2016 1 28,3.5,2.6,3.1875,83.875,195.94652
2016,1,29,2016 1 29,3.6,0.8,2.3375,90.5,244.047239
2016,1,30,2016 1 30,4.2,0,2.025,79.5,196.839392
2016,1,31,2016 1 31,0.2,-3.3,-1.1875,84.875,222.103528
2016,2,1,2016 2 1,0.7,-6.2,-2.6875,80.125,233.077663
2016,2,2,2016 2 2,4.3,-5.3,-1.1,74.625,246.301746
2016,2,3,2016 2 3,7.5,-5.3,0.675,67.5,215.495207
2016,2,4,2016 2 4,7.8,-3.4,1.7,65.375,200.764628
2016,2,5,2016 2 5,8.8,-3.8,2.3375,63.75,227.531127
2016,2,6,2016 2 6,7.3,-2.4,2.2875,45.625,268.820191
2016,2,7,2016 2 7,10.2,-2.3,2.6625,49.125,328.519422
2016,2,8,2016 2 8,17.2,0,8.175,47.625,248.32896
2016,2,9,2016 2 9,21.5,1.4,10.125,57.375,186.588682
2016,2,10,2016 2 10,20.7,6.1,13.8,53.5,179.546032
2016,2,11,2016 2 11,17,10.2,13.185714,79.571429,168.654722
2016,2,12,2016 2 12,17.7,10.3,13.425,93,161.798206
2016,2,13,2016 2 13,12.4,2.9,6.1125,87.5,162.633191
2016,2,14,2016 2 14,4.1,-0.6,1.6,53.75,157.957211
2016,2,15,2016 2 15,4.9,-4.1,0.6875,51.375,159.484203
2016,2,16,2016 2 16,8.2,-2.7,2.45,51.875,161.412446
2016,2,17,2016 2 17,12.1,-3.1,4.4625,53.25,159.698377
2016,2,18,2016 2 18,14.4,1.7,7.6,54.5,172.161226
2016,2,19,2016 2 19,11.9,4,8.05,52.125,150.947471
2016,2,20,2016 2 20,10.5,-1,4.65,51.75,154.577686
2016,2,21,2016 2 21,9.3,-2.3,3.8,69.875,164.185846
2016,2,22,2016 2 22,8.2,4.4,5.975,87.75,163.861048
2016,2,23,2016 2 23,10.1,2.7,6,79,134.010035
2016,2,24,2016 2 24,9.5,-0.3,4.0125,72.875,136.71312
2016,2,25,2016 2 25,13.7,0,6.285714,61.857143,145.369475
2016,2,26,2016 2 26,16.1,5.4,9.525,56.5,130.605636
2016,2,27,2016 2 27,18.4,5.4,11.6125,66.125,138.801121
2016,2,28,2016 2 28,12.1,4.4,8.6375,64.125,139.169574
2016,2,29,2016 2 29,11.1,-1.5,4.45,61.25,110.874213
2016,3,1,2016 3 1,14.2,-0.5,6.525,60.125,121.075362
2016,3,2,2016 3 2,16.9,4.7,10.35,65.375,119.44894
2016,3,3,2016 3 3,21.6,10.7,15.0375,69.5,123.546043
2016,3,4,2016 3 4,21.5,11.5,16.35,70.25,120.87859
2016,3,5,2016 3 5,15.9,9.1,12.8375,78.625,136.891417
2016,3,6,2016 3 6,17.7,5.5,11.625,78.625,120.871999
2016,3,7,2016 3 7,15.1,9.2,12.1,84,105.91589
2016,3,8,2016 3 8,10,3.4,5.35,86.125,110.266395
2016,3,9,2016 3 9,5.2,0.9,3.35,62.375,147.598797
2016,3,10,2016 3 10,8.3,2.8,5.1375,55.5,140.931043
2016,3,11,2016 3 11,11.2,1.2,5.2125,63.25,154.75679
2016,3,12,2016 3 12,12.4,1.8,8.1375,61.25,135.407261
2016,3,13,2016 3 13,12.8,4.9,9.0125,70.875,136.458015
2016,3,14,2016 3 14,14.4,1.8,8.25,70.125,135.492633
2016,3,15,2016 3 15,13.7,4.4,9.3125,65.25,123.045889
2016,3,16,2016 3 16,17.5,3,10.5875,64.5,105.330169
2016,3,17,2016 3 17,16.2,9.8,11.9,79.5,140.954941
2016,3,18,2016 3 18,18.9,7.1,13.1625,84.5,123.791707
2016,3,19,2016 3 19,21.4,12.1,15.6375,79.75,168.995531
2016,3,20,2016 3 20,19.5,10.5,13.8125,66.375,187.098764
2016,3,21,2016 3 21,17.4,6.4,11.5375,52.75,190.786653
2016,3,22,2016 3 22,15.3,5.9,10.625,82,164.342867
2016,3,23,2016 3 23,13.9,8.4,10.6125,61.75,174.384783
2016,3,24,2016 3 24,12.4,3.9,8.3125,39.625,203.527074
2016,3,25,2016 3 25,14.4,2.8,8.95,54.75,178.550537
2016,3,26,2016 3 26,13.6,1.7,7.325,73,173.539965
2016,3,27,2016 3 27,17,3,9.8375,69.875,167.006416
2016,3,28,2016 3 28,21.4,6.5,14.5125,50.875,154.994711
2016,3,29,2016 3 29,20.4,12.9,15.875,60,173.513653
2016,3,30,2016 3 30,20.9,11.1,15.45,74.375,143.768661
2016,3,31,2016 3 31,20.1,10.8,14.7125,82,152.816481
2016,4,1,2016 4 1,25.1,10.4,18.3125,70.625,148.765887
2016,4,2,2016 4 2,22.4,12.6,18.0625,79.5,140.629946
2016,4,3,2016 4 3,12,10.5,11.0875,79.125,139.185356
2016,4,4,2016 4 4,19,9.5,13.9375,62.5,137.615496
2016,4,5,2016 4 5,17.6,12.7,14.5,78.875,118.597779
2016,4,6,2016 4 6,11.1,9.5,10.3625,97.5,139.142312
2016,4,7,2016 4 7,20.1,9.3,14.45,91.5,133.201947
2016,4,8,2016 4 8,23.4,11.6,17.4875,84.5,117.566389
2016,4,9,2016 4 9,26,14.4,19.8625,78.125,136.310974
2016,4,10,2016 4 10,26.4,14.2,20.3125,68.375,149.896031
2016,4,11,2016 4 11,20.3,13.8,16.6,80.625,135.183968
2016,4,12,2016 4 12,24.1,12.6,18.65,77.875,112.682247
2016,4,13,2016 4 13,26.1,15.1,20.55,77.25,126.09912
2016,4,14,2016 4 14,27.9,15.5,21.75,71.625,138.198405
2016,4,15,2016 4 15,25.9,15.6,20.65,58.75,106.293467
2016,4,16,2016 4 16,17.5,12.3,15.3625,85.375,142.882651
2016,4,17,2016 4 17,15.2,8.9,12.2125,84.25,111.24276
2016,4,18,2016 4 18,22,9.8,15.6625,72.75,103.760675
2016,4,19,2016 4 19,24.5,12.6,18.65,64.875,96.933642
2016,4,20,2016 4 20,16,14.6,15.25,93.375,114.724023
2016,4,21,2016 4 21,23.4,14.5,18.2875,88.75,112.461423
2016,4,22,2016 4 22,26.2,15.6,20.95,81.75,128.781274
2016,4,23,2016 4 23,19.1,15.7,17.5,85.875,132.833702
2016,4,24,2016 4 24,20.9,14,17.575,78.25,140.745692
2016,4,25,2016 4 25,22,14.8,17.7375,75.375,114.298682
2016,4,26,2016 4 26,15.9,12.3,14.4125,92.625,146.972282
2016,4,27,2016 4 27,18.7,11.9,14.55,79.125,138.243123
2016,4,28,2016 4 28,23.1,10.3,17.05,77.875,124.874984
2016,4,29,2016 4 29,24.8,10.4,18.3125,73.625,130.676935
2016,4,30,2016 4 30,28.8,14,22.5125,66,149.015691
2016,5,1,2016 5 1,27.7,18.3,23.5125,71.5,153.114677
2016,5,2,2016 5 2,23.1,15.5,20.1375,92.125,168.37528
2016,5,3,2016 5 3,23.7,12.8,17.7,69,153.09898
2016,5,4,2016 5 4,28.4,12.5,21.7625,63.875,142.318534
2016,5,5,2016 5 5,27.9,20.2,24.225,74.375,125.8818
2016,5,6,2016 5 6,28.8,19.8,22.725,78.625,157.404198
2016,5,7,2016 5 7,18.5,16.7,17.875,60.875,145.554976
2016,5,8,2016 5 8,16.4,13.7,15.1375,71.75,151.566339
2016,5,9,2016 5 9,18.3,13.7,15.3625,88.75,147.286146
2016,5,10,2016 5 10,21.3,12.9,17.1125,73.625,153.592315
2016,5,11,2016 5 11,27.5,11.8,20.7625,74.125,131.224853
2016,5,12,2016 5 12,30.4,17.3,23.1375,61.5,155.358465
2016,5,13,2016 5 13,20.7,15.8,17.8,67.375,128.637195
2016,5,14,2016 5 14,26.9,15.4,19.875,79.875,149.283451
2016,5,15,2016 5 15,17.5,13.2,15.125,93.125,155.134455
2016,5,16,2016 5 16,25.6,10.4,18.0375,70.125,155.240538
2016,5,17,2016 5 17,26,12.6,19.7,60,122.802658
2016,5,18,2016 5 18,23.8,12.8,18.8375,63.625,137.298898
2016,5,19,2016 5 19,27.9,13.5,21.1375,66.25,136.209407
2016,5,20,2016 5 20,23,16.6,19.5625,82.75,168.700964
2016,5,21,2016 5 21,17.1,15.5,15.9625,94.125,152.000025
2016,5,22,2016 5 22,21.6,15.5,18.6875,77.375,145.056808
2016,5,23,2016 5 23,20.9,16.9,18.7,83.125,149.083027
2016,5,24,2016 5 24,26.8,16.4,21.325,72.125,135.362627
2016,5,25,2016 5 25,30.1,15.6,23.425,69,112.427566
2016,5,26,2016 5 26,28.3,18.8,23.725,63.125,145.576841
2016,5,27,2016 5 27,18.3,15.3,16.5875,96.25,166.593831
2016,5,28,2016 5 28,18.9,15.1,16.9125,96.25,152.350098
2016,5,29,2016 5 29,25.2,16.8,20.65,83.5,163.297646
2016,5,30,2016 5 30,28,16.4,22.5125,78.375,139.76808
2016,5,31,2016 5 31,29.1,20.4,23.85,86.375,146.381864
2016,6,1,2016 6 1,25,19.6,21.5125,86,165.646533
2016,6,2,2016 6 2,20.4,18.7,19.325,81,149.60285
2016,6,3,2016 6 3,20.5,17,18.7,93.25,154.169883
2016,6,4,2016 6 4,25.4,17.3,20.5625,81.125,170.721138
2016,6,5,2016 6 5,26.9,16.3,21.0875,83.875,159.166905
2016,6,6,2016 6 6,22.1,18.9,20.35,94,152.399009
2016,6,7,2016 6 7,25.9,19.5,22.2375,83.125,145.717633
2016,6,8,2016 6 8,26.4,19.9,22.4625,84.75,160.996729
2016,6,9,2016 6 9,25.7,17.9,21.8,86.75,167.708696
2016,6,10,2016 6 10,28,19.5,23.5625,86,161.029858
2016,6,11,2016 6 11,30.7,21.3,26.425,82.25,184.985121
2016,6,12,2016 6 12,29.4,22.8,24.9375,83,200.736293
2016,6,13,2016 6 13,30.9,20.4,25.8875,76.625,187.32993
2016,6,14,2016 6 14,32.6,22.4,27.65,72.5,183.253125
2016,6,15,2016 6 15,27.6,22.2,24.4875,72.5,162.64892
2016,6,16,2016 6 16,30.2,17.8,24.45,69.125,165.120764
2016,6,17,2016 6 17,32.8,20.1,26.875,61.125,168.701163
2016,6,18,2016 6 18,33.2,21.7,28.175,64.25,196.388445
2016,6,19,2016 6 19,32.8,23.9,27.6375,79.625,225.930224
2016,6,20,2016 6 20,31,21.5,26.425,81.875,210.390842
2016,6,21,2016 6 21,25.9,24.2,25.275,99,211.391024
2016,6,22,2016 6 22,32.6,25.1,28.6875,87.875,248.606234
2016,6,23,2016 6 23,34,26.3,29.625,84.5,297.262076
2016,6,24,2016 6 24,24.6,22.5,23.45,93.625,208.94252
2016,6,25,2016 6 25,23.7,20.7,22.1875,87,188.564987
2016,6,26,2016 6 26,28.1,18.4,23.5625,83.875,167.894786
2016,6,27,2016 6 27,21.6,18.5,19.675,92.875,159.215162
2016,6,28,2016 6 28,24.9,18.5,21.6625,93.375,170.659965
2016,6,29,2016 6 29,30.5,21.1,25.9125,83.875,194.35095
2016,6,30,2016 6 30,31,24.5,27.8,86.625,206.322367
2016,7,1,2016 7 1,24.3,22.6,23.45,96.25,195.250458
2016,7,2,2016 7 2,26.2,21.3,23.575,91.5,166.883776
2016,7,3,2016 7 3,29.2,23.2,25.8625,86.75,181.604427
2016,7,4,2016 7 4,23.5,21.4,22.4125,94.125,150.087725
2016,7,5,2016 7 5,27,20.9,23.825,87,162.040037
2016,7,6,2016 7 6,28.8,22.5,25.3625,89.625,184.340919
2016,7,7,2016 7 7,28,24.1,25.7875,92.125,188.818113
2016,7,8,2016 7 8,31.3,23.9,27.6625,85,238.974347
2016,7,9,2016 7 9,30.4,24.1,27.2,84.75,268.774536
2016,7,10,2016 7 10,28.2,24.7,26.15,87.5,225.235101
2016,7,11,2016 7 11,29.5,24.7,26.425,88.875,234.471123
2016,7,12,2016 7 12,31.3,24.7,28.0875,84.625,253.156567
2016,7,13,2016 7 13,27.5,25.6,26.7,90.125,235.352533
2016,7,14,2016 7 14,31.2,24.9,27.4625,89.875,248.624246
2016,7,15,2016 7 15,29.2,22.1,24.8,91.625,245.637507
2016,7,16,2016 7 16,27.3,21.2,24.257143,85.714286,203.32411
2016,7,17,2016 7 17,31.3,22.4,27.4,83.375,227.277568
2016,7,18,2016 7 18,30.2,25.4,27.025,90.375,285.072664
2016,7,19,2016 7 19,29.6,25.2,27.4375,89.75,224.904719
2016,7,20,2016 7 20,32.8,25.6,29.1875,79,237.779702
2016,7,21,2016 7 21,33,23.9,28.9375,82.625,258.34431
2016,7,22,2016 7 22,35,27.7,31.0875,77.5,356.837635
2016,7,23,2016 7 23,35.2,27,31.4875,77.25,464.046963
2016,7,24,2016 7 24,36.4,28.2,32.05,74.5,466.204268
2016,7,25,2016 7 25,37,27.8,32.25,74.5,509.727654
2016,7,26,2016 7 26,36.5,28.5,32.575,76.625,519.470075
2016,7,27,2016 7 27,34.9,25.2,30.5625,80,498.198697
2016,7,28,2016 7 28,36,28.3,31.9875,74,522.287026
2016,7,29,2016 7 29,37,28.6,32.525,75.5,596.850082
2016,7,30,2016 7 30,38.1,28.4,32.2375,73.5,579.225397
2016,7,31,2016 7 31,36.1,27.1,31.2875,76.75,576.499853
2016,8,1,2016 8 1,34.5,26.8,30.6,76,518.034093
2016,8,2,2016 8 2,35,26.8,30.1625,77.875,489.834337
2016,8,3,2016 8 3,28.4,24.6,26.45,87.375,324.689816
2016,8,4,2016 8 4,29.7,24.4,26.05,91.375,314.120271
2016,8,5,2016 8 5,30.3,24.5,26.9875,88.75,282.759821
2016,8,6,2016 8 6,31,24.7,27.425,86.875,311.265106
2016,8,7,2016 8 7,31.5,25.4,27.25,90.125,300.668494
2016,8,8,2016 8 8,31.6,25.4,28.5875,84.25,277.351274
2016,8,9,2016 8 9,32.6,25.8,28.775,81.75,317.62972
2016,8,10,2016 8 10,31.3,26.1,28.3875,88.25,333.221662
2016,8,11,2016 8 11,34.3,27.2,30.3625,83.875,367.70814
2016,8,12,2016 8 12,34.2,25.6,30.1375,82.875,423.88626
2016,8,13,2016 8 13,35.3,27.4,31.1,81.5,505.671775
2016,8,14,2016 8 14,35.2,27.5,31.0375,78.25,524.134581
2016,8,15,2016 8 15,34.4,26.3,30.1125,78.625,497.975801
2016,8,16,2016 8 16,34.2,26.5,29.85,80.375,501.271057
2016,8,17,2016 8 17,33.8,25.9,29.6,78.875,455.083018
2016,8,18,2016 8 18,34.9,25,29.8875,77.375,493.454059
2016,8,19,2016 8 19,36.5,27.3,31.575,78,541.026636
2016,8,20,2016 8 20,29.3,25.9,27.1,91.25,364.585094
2016,8,21,2016 8 21,30.4,26,27.7,85,316.095267
2016,8,22,2016 8 22,31.8,26.4,28.525,87.5,296.568203
2016,8,23,2016 8 23,31.8,26.2,28.4625,84.125,318.516524
2016,8,24,2016 8 24,33.6,24.4,28.4625,74,341.371846
2016,8,25,2016 8 25,34.5,23.2,28.5125,70.75,327.012233
2016,8,26,2016 8 26,24.1,20.5,22.425,73.625,201.127976
2015,2,1,2015 2 1,1.9,-0.4,0.7875,75,502.375533
2015,2,2,2015 2 2,6.2,-3.9,1.7625,77.25,424.046749
2015,2,3,2015 2 3,7.8,2,4.2375,72.75,387.633125
2015,2,4,2015 2 4,8.5,-1.2,3.0375,65.875,394.880069
